"Contract","Supplier","Material","Plant","Valid From","Valid to","Unit","Total","Crcy","Per"
"C137","S2","M0162-100","Plant3","2016-01-01","2016-12-31","PC",255.11,"EUR",100
"C137","S2","M0162-100","Plant3","2017-01-01","2017-12-31","PC",280.38,"EUR",100
"C137","S2","M0162-100","Plant3","2018-01-01","2018-12-31","PC",279.39,"EUR",100
"C137","S2","M0162-100","Plant3","2019-01-01","2019-12-31","PC",281.41,"EUR",100
"C138","S2","M0163-100","Plant3","2016-01-01","2016-12-31","PC",255.09,"EUR",100
"C138","S2","M0163-100","Plant3","2017-01-01","2017-12-31","PC",280.36,"EUR",100
"C138","S2","M0163-100","Plant3","2018-01-01","2018-12-31","PC",279.37,"EUR",100
"C138","S2","M0163-100","Plant3","2019-01-01","2019-12-31","PC",281.38,"EUR",100
"C139","S2","M0175-100","Plant3","2016-01-01","2016-12-31","PC",190.76,"EUR",100
"C139","S2","M0175-100","Plant3","2017-01-01","2017-12-31","PC",209.52,"EUR",100
"C139","S2","M0175-100","Plant3","2018-01-01","2018-12-31","PC",208.71,"EUR",100
"C139","S2","M0175-100","Plant3","2019-01-01","2019-12-31","PC",210.22,"EUR",100
"C140","S2","M0176-100","Plant3","2016-01-01","2016-12-31","PC",190.75,"EUR",100
"C140","S2","M0176-100","Plant3","2017-01-01","2017-12-31","PC",209.51,"EUR",100
"C140","S2","M0176-100","Plant3","2018-01-01","2018-12-31","PC",208.7,"EUR",100
"C140","S2","M0176-100","Plant3","2019-01-01","2019-12-31","PC",210.21,"EUR",100
"C141","S2","M0154-100","Plant4","2016-01-01","2016-12-31","PC",132.58,"EUR",100
"C141","S2","M0154-100","Plant4","2017-01-01","2017-12-31","PC",143.97,"EUR",100
"C141","S2","M0154-100","Plant4","2018-01-01","2018-12-31","PC",143.66,"EUR",100
"C141","S2","M0154-100","Plant4","2019-01-01","2019-12-31","PC",144.55,"EUR",100
"C142","S3","M0109-100","Plant4","2016-01-01","2016-02-29","PC",111.52,"EUR",100
"C142","S3","M0109-100","Plant4","2016-03-01","2016-04-30","PC",108.17,"EUR",100
"C142","S3","M0109-100","Plant4","2016-05-01","2016-12-31","PC",105.42,"EUR",100
"C142","S3","M0109-101","Plant4","2016-09-26","2016-12-31","PC",105.42,"EUR",100
"C142","S3","M0109-101","Plant4","2017-01-01","2017-02-14","PC",105.42,"EUR",100
"C142","S3","M0109-101","Plant4","2017-02-15","2017-12-31","PC",123.17,"EUR",100
"C142","S3","M0109-101","Plant4","2018-01-01","2018-03-31","PC",123.17,"EUR",100
"C142","S3","M0109-101","Plant4","2018-04-01","2018-12-31","PC",123.75,"EUR",100
"C142","S3","M0109-101","Plant4","2019-01-01","2019-12-31","PC",123.97,"EUR",100
"C143","S3","M0110-200","Plant4","2016-01-01","2016-02-29","PC",111.52,"EUR",100
"C143","S3","M0110-200","Plant4","2016-03-01","2016-04-30","PC",108.17,"EUR",100
"C143","S3","M0110-200","Plant4","2016-05-01","2016-12-31","PC",105.42,"EUR",100
"C143","S3","M0110-201","Plant4","2016-09-26","2016-12-31","PC",105.42,"EUR",100
"C143","S3","M0110-201","Plant4","2017-01-01","2017-02-14","PC",105.42,"EUR",100
"C143","S3","M0110-201","Plant4","2017-02-15","2017-12-31","PC",123.17,"EUR",100
"C143","S3","M0110-201","Plant4","2018-01-01","2018-03-31","PC",123.17,"EUR",100
"C143","S3","M0110-201","Plant4","2018-04-01","2018-12-31","PC",123.75,"EUR",100
"C143","S3","M0110-201","Plant4","2019-01-01","2019-12-31","PC",123.97,"EUR",100
"C144","S4","M0200-100","Plant4","2016-01-01","2016-02-29","PC",100.55,"EUR",100
"C144","S4","M0200-100","Plant4","2016-03-01","2016-12-31","PC",99.44,"EUR",100
"C144","S4","M0200-100","Plant4","2017-01-01","2017-02-14","PC",99.44,"EUR",100
"C144","S4","M0200-100","Plant4","2017-02-15","2017-12-31","PC",110.15,"EUR",100
"C144","S4","M0200-100","Plant4","2018-01-01","2018-03-31","PC",110.15,"EUR",100
"C144","S4","M0200-100","Plant4","2018-04-01","2018-12-31","PC",111.66,"EUR",100
"C144","S4","M0200-100","Plant4","2019-01-01","2019-12-31","PC",111.9,"EUR",100
"C145","S4","M0201-103","Plant3","2016-01-01","2016-02-29","PC",77.87,"EUR",100
"C145","S4","M0201-103","Plant3","2016-03-01","2016-06-30","PC",75.88,"EUR",100
"C145","S4","M0201-103","Plant3","2016-07-01","2016-12-31","PC",74.8,"EUR",100
"C145","S4","M0201-103","Plant3","2017-01-01","2017-02-14","PC",74.8,"EUR",100
"C145","S4","M0201-103","Plant3","2017-02-15","2017-12-31","PC",86.16,"EUR",100
"C145","S4","M0201-103","Plant3","2018-01-01","2018-12-31","PC",86.16,"EUR",100
"C145","S4","M0201-103","Plant3","2019-01-01","2019-12-31","PC",86.16,"EUR",100
"C145","S4","M0201-104","Plant3","2016-06-24","2016-12-31","PC",75.66,"EUR",100
"C145","S4","M0201-104","Plant3","2017-01-01","2017-05-31","PC",75.66,"EUR",100
"C145","S4","M0201-104","Plant3","2017-06-01","2017-12-31","PC",87.29,"EUR",100
"C145","S4","M0201-104","Plant3","2018-01-01","2018-03-31","PC",87.29,"EUR",100
"C145","S4","M0201-104","Plant3","2018-04-01","2018-12-31","PC",87.67,"EUR",100
"C145","S4","M0201-104","Plant3","2019-01-01","2019-12-31","PC",87.93,"EUR",100
"C145","S4","M0201-104","Plant4","2018-09-25","2018-12-31","PC",85.42,"EUR",100
"C145","S4","M0201-104","Plant4","2019-01-01","2019-12-31","PC",85.68,"EUR",100
"C146","S4","M0203-100","Plant3","2016-01-01","2016-02-29","PC",190.64,"EUR",100
"C146","S4","M0203-100","Plant3","2016-03-01","2016-06-30","PC",185.4,"EUR",100
"C146","S4","M0203-100","Plant3","2016-07-01","2016-12-31","PC",183.37,"EUR",100
"C146","S4","M0203-100","Plant3","2017-01-01","2017-02-14","PC",183.37,"EUR",100
"C146","S4","M0203-100","Plant3","2017-02-15","2017-12-31","PC",218.11,"EUR",100
"C146","S4","M0203-100","Plant3","2018-01-01","2018-03-31","PC",218.11,"EUR",100
"C146","S4","M0203-100","Plant3","2018-04-01","2018-12-31","PC",219.01,"EUR",100
"C146","S4","M0203-100","Plant3","2019-01-01","2019-12-31","PC",219.35,"EUR",100
"C146","S4","M0203-100","Plant4","2018-09-25","2018-12-31","PC",212.34,"EUR",100
"C146","S4","M0203-100","Plant4","2019-01-01","2019-12-31","PC",212.68,"EUR",100
"C147","S4","M0174-100","Plant3","2016-01-01","2016-02-29","PC",74.18,"EUR",100
"C147","S4","M0174-100","Plant3","2016-03-01","2016-12-31","PC",70.13,"EUR",100
"C147","S4","M0174-100","Plant3","2017-01-01","2017-02-14","PC",70.13,"EUR",100
"C147","S4","M0174-100","Plant3","2017-02-15","2017-12-31","PC",78.54,"EUR",100
"C147","S4","M0174-100","Plant3","2018-01-01","2018-03-31","PC",78.54,"EUR",100
"C147","S4","M0174-100","Plant3","2018-04-01","2018-12-31","PC",78.88,"EUR",100
"C147","S4","M0174-100","Plant3","2019-01-01","2019-12-31","PC",79.27,"EUR",100
"C147","S4","M0174-100","Plant4","2018-09-25","2018-12-31","PC",79.28,"EUR",100
"C147","S4","M0174-100","Plant4","2019-01-01","2019-12-31","PC",79.67,"EUR",100
"C148","S4","M0179-100","Plant3","2016-01-01","2016-02-29","PC",190.09,"EUR",100
"C148","S4","M0179-100","Plant3","2016-03-01","2016-12-31","PC",185.49,"EUR",100
"C148","S4","M0179-100","Plant3","2017-01-01","2017-02-14","PC",185.49,"EUR",100
"C148","S4","M0179-100","Plant3","2017-02-15","2017-12-31","PC",218.1,"EUR",100
"C148","S4","M0179-100","Plant3","2018-01-01","2018-03-31","PC",218.1,"EUR",100
"C148","S4","M0179-100","Plant3","2018-04-01","2018-12-31","PC",219.4,"EUR",100
"C148","S4","M0179-100","Plant3","2019-01-01","2019-12-31","PC",219.4,"EUR",100
"C149","S4","M0180-100","Plant3","2016-01-01","2016-02-29","PC",198.76,"EUR",100
"C149","S4","M0180-100","Plant3","2016-03-01","2016-12-31","PC",194.5,"EUR",100
"C149","S4","M0180-100","Plant3","2017-01-01","2017-12-31","PC",194.5,"EUR",100
"C150","S4","M0181-100","Plant3","2016-01-01","2016-02-29","PC",198.76,"EUR",100
"C150","S4","M0181-100","Plant3","2016-03-01","2016-12-31","PC",194.5,"EUR",100
"C150","S4","M0181-100","Plant3","2017-01-01","2017-12-31","PC",194.5,"EUR",100
"C151","S4","M0212-100","Plant3","2016-01-01","2016-02-29","PC",136.2,"EUR",100
"C151","S4","M0212-100","Plant3","2016-03-01","2016-12-31","PC",134.59,"EUR",100
"C151","S4","M0212-100","Plant3","2017-01-01","2017-02-14","PC",134.59,"EUR",100
"C151","S4","M0212-100","Plant3","2017-02-15","2017-12-31","PC",147.56,"EUR",100
"C151","S4","M0212-100","Plant3","2018-01-01","2018-01-31","PC",147.12,"EUR",100
"C151","S4","M0212-100","Plant3","2018-02-01","2018-03-31","PC",148.08,"EUR",100
"C151","S4","M0212-100","Plant3","2018-04-01","2018-12-31","PC",148.62,"EUR",100
"C151","S4","M0212-100","Plant3","2019-01-01","2019-12-31","PC",149.13,"EUR",100
"C151","S4","M0212-100","Plant4","2018-09-25","2018-12-31","PC",147.37,"EUR",100
"C151","S4","M0212-100","Plant4","2019-01-01","2019-12-31","PC",147.88,"EUR",100
"C152","S4","M0213-100","Plant3","2016-01-01","2016-02-29","PC",136.2,"EUR",100
"C152","S4","M0213-100","Plant3","2016-03-01","2016-12-31","PC",134.59,"EUR",100
"C152","S4","M0213-100","Plant3","2017-01-01","2017-02-14","PC",134.59,"EUR",100
"C152","S4","M0213-100","Plant3","2017-02-15","2017-12-31","PC",147.56,"EUR",100
"C152","S4","M0213-100","Plant3","2018-01-01","2018-01-31","PC",147.12,"EUR",100
"C152","S4","M0213-100","Plant3","2018-02-01","2018-03-31","PC",148.08,"EUR",100
"C152","S4","M0213-100","Plant3","2018-04-01","2018-12-31","PC",148.62,"EUR",100
"C152","S4","M0213-100","Plant3","2019-01-01","2019-12-31","PC",149.13,"EUR",100
"C152","S4","M0213-100","Plant4","2018-09-25","2018-12-31","PC",147.37,"EUR",100
"C152","S4","M0213-100","Plant4","2019-01-01","2019-12-31","PC",147.88,"EUR",100
"C153","S4","M0208-100","Plant1","2016-01-01","2016-02-29","PC",450.07,"EUR",100
"C153","S4","M0208-100","Plant1","2016-03-01","2016-12-31","PC",441.26,"EUR",100
"C153","S4","M0208-100","Plant1","2017-01-01","2017-02-14","PC",441.26,"EUR",100
"C153","S4","M0208-100","Plant1","2017-02-15","2017-12-31","PC",519.2,"EUR",100
"C153","S4","M0208-100","Plant1","2018-01-01","2018-12-31","PC",519.2,"EUR",100
"C153","S4","M0208-101","Plant1","2017-05-22","2017-12-31","PC",519.2,"EUR",100
"C153","S4","M0208-101","Plant1","2018-01-01","2018-03-31","PC",519.2,"EUR",100
"C153","S4","M0208-101","Plant1","2018-04-01","2018-12-31","PC",521.29,"EUR",100
"C153","S4","M0208-101","Plant1","2019-01-01","2019-12-31","PC",521.29,"EUR",100
"C154","S4","M0210-100","Plant1","2016-01-01","2016-02-29","PC",450.07,"EUR",100
"C154","S4","M0210-100","Plant1","2016-03-01","2016-12-31","PC",441.26,"EUR",100
"C154","S4","M0210-100","Plant1","2017-01-01","2017-02-14","PC",441.26,"EUR",100
"C154","S4","M0210-100","Plant1","2017-02-15","2017-12-31","PC",519.2,"EUR",100
"C154","S4","M0210-100","Plant1","2018-01-01","2018-12-31","PC",519.2,"EUR",100
"C154","S4","M0211-100","Plant1","2017-05-22","2017-12-31","PC",519.2,"EUR",100
"C154","S4","M0211-100","Plant1","2018-01-01","2018-03-31","PC",519.2,"EUR",100
"C154","S4","M0211-100","Plant1","2018-04-01","2018-12-31","PC",521.29,"EUR",100
"C154","S4","M0211-100","Plant1","2019-01-01","2019-12-31","PC",521.29,"EUR",100
"C155","S4","M0218-100","Plant4","2016-01-01","2016-02-29","PC",149.49,"EUR",100
"C155","S4","M0218-100","Plant4","2016-03-01","2016-12-31","PC",147.12,"EUR",100
"C155","S4","M0218-100","Plant4","2017-01-01","2017-02-14","PC",147.12,"EUR",100
"C155","S4","M0218-100","Plant4","2017-02-15","2017-12-31","PC",166.5,"EUR",100
"C155","S4","M0218-100","Plant4","2018-01-01","2018-03-31","PC",166.5,"EUR",100
"C155","S4","M0218-100","Plant4","2018-04-01","2018-12-31","PC",167.14,"EUR",100
"C155","S4","M0218-100","Plant4","2019-01-01","2019-12-31","PC",167.4,"EUR",100
"C156","S4","M0149-100","Plant4","2016-01-01","2016-02-29","PC",141.49,"EUR",100
"C156","S4","M0149-100","Plant4","2016-03-01","2016-12-31","PC",139.12,"EUR",100
"C156","S4","M0149-100","Plant4","2017-01-01","2017-02-14","PC",139.12,"EUR",100
"C156","S4","M0149-100","Plant4","2017-02-15","2017-12-31","PC",158.51,"EUR",100
"C156","S4","M0149-100","Plant4","2018-01-01","2018-03-31","PC",158.51,"EUR",100
"C156","S4","M0149-100","Plant4","2018-04-01","2018-12-31","PC",159.15,"EUR",100
"C156","S4","M0149-100","Plant4","2019-01-01","2019-12-31","PC",159.4,"EUR",100
"C157","S4","M0219-100","Plant4","2016-01-01","2016-02-29","PC",149.49,"EUR",100
"C157","S4","M0219-100","Plant4","2016-03-01","2016-12-31","PC",147.12,"EUR",100
"C157","S4","M0219-100","Plant4","2017-01-01","2017-02-14","PC",147.12,"EUR",100
"C157","S4","M0219-100","Plant4","2017-02-15","2017-12-31","PC",166.5,"EUR",100
"C157","S4","M0219-100","Plant4","2018-01-01","2018-03-31","PC",166.5,"EUR",100
"C157","S4","M0219-100","Plant4","2018-04-01","2018-12-31","PC",167.14,"EUR",100
"C157","S4","M0219-100","Plant4","2019-01-01","2019-12-31","PC",167.4,"EUR",100
"C158","S4","M0150-100","Plant4","2016-01-01","2016-02-29","PC",141.49,"EUR",100
"C158","S4","M0150-100","Plant4","2016-03-01","2016-12-31","PC",139.12,"EUR",100
"C158","S4","M0150-100","Plant4","2017-01-01","2017-02-14","PC",139.12,"EUR",100
"C158","S4","M0150-100","Plant4","2017-02-15","2017-12-31","PC",158.51,"EUR",100
"C158","S4","M0150-100","Plant4","2018-01-01","2018-03-31","PC",158.51,"EUR",100
"C158","S4","M0150-100","Plant4","2018-04-01","2018-12-31","PC",159.15,"EUR",100
"C158","S4","M0150-100","Plant4","2019-01-01","2019-12-31","PC",159.4,"EUR",100
"C159","S4","M0215-100","Plant3","2016-01-01","2016-02-29","PC",74.18,"EUR",100
"C159","S4","M0215-100","Plant3","2016-03-01","2016-12-31","PC",70.13,"EUR",100
"C159","S4","M0215-100","Plant3","2017-01-01","2017-02-14","PC",70.13,"EUR",100
"C159","S4","M0215-100","Plant3","2017-02-15","2017-12-31","PC",78.54,"EUR",100
"C159","S4","M0215-100","Plant3","2018-01-01","2018-03-31","PC",78.54,"EUR",100
"C159","S4","M0215-100","Plant3","2018-04-01","2018-12-31","PC",78.88,"EUR",100
"C159","S4","M0215-100","Plant3","2019-01-01","2019-12-31","PC",79.27,"EUR",100
"C159","S4","M0215-100","Plant4","2018-09-25","2018-12-31","PC",79.28,"EUR",100
"C159","S4","M0215-100","Plant4","2019-01-01","2019-12-31","PC",79.67,"EUR",100
"C160","S4","M0182-100","Plant4","2016-01-01","2016-02-29","PC",223.74,"EUR",100
"C160","S4","M0182-100","Plant4","2016-03-01","2016-12-31","PC",216.15,"EUR",100
"C160","S4","M0182-100","Plant4","2017-01-01","2017-02-14","PC",216.15,"EUR",100
"C160","S4","M0182-100","Plant4","2017-02-15","2017-12-31","PC",254.5,"EUR",100
"C160","S4","M0182-100","Plant4","2018-01-01","2018-03-31","PC",254.5,"EUR",100
"C160","S4","M0182-100","Plant4","2018-04-01","2018-12-31","PC",255.93,"EUR",100
"C160","S4","M0182-100","Plant4","2019-01-01","2019-12-31","PC",255.93,"EUR",100
"C161","S4","M0214-100","Plant4","2016-01-01","2016-02-29","PC",223.74,"EUR",100
"C161","S4","M0214-100","Plant4","2016-03-01","2016-12-31","PC",216.15,"EUR",100
"C161","S4","M0214-100","Plant4","2017-01-01","2017-02-14","PC",216.15,"EUR",100
"C161","S4","M0214-100","Plant4","2017-02-15","2017-12-31","PC",254.5,"EUR",100
"C161","S4","M0214-100","Plant4","2018-01-01","2018-03-31","PC",254.5,"EUR",100
"C161","S4","M0214-100","Plant4","2018-04-01","2018-12-31","PC",255.93,"EUR",100
"C161","S4","M0214-100","Plant4","2019-01-01","2019-12-31","PC",255.93,"EUR",100
"C162","S4","M0196-100","Plant4","2016-01-01","2016-02-29","PC",198.28,"EUR",100
"C162","S4","M0196-100","Plant4","2016-03-01","2016-12-31","PC",192.34,"EUR",100
"C162","S4","M0196-100","Plant4","2017-01-01","2017-02-14","PC",192.34,"EUR",100
"C162","S4","M0196-100","Plant4","2017-02-15","2017-12-31","PC",226.59,"EUR",100
"C162","S4","M0196-100","Plant4","2018-01-01","2018-03-31","PC",226.59,"EUR",100
"C162","S4","M0196-100","Plant4","2018-04-01","2018-12-31","PC",227.69,"EUR",100
"C162","S4","M0196-100","Plant4","2019-01-01","2019-12-31","PC",227.69,"EUR",100
"C163","S4","M0187-100","Plant4","2016-01-01","2016-02-29","PC",204.51,"EUR",100
"C163","S4","M0187-100","Plant4","2016-03-01","2016-12-31","PC",197.91,"EUR",100
"C163","S4","M0187-100","Plant4","2017-01-01","2017-02-14","PC",197.91,"EUR",100
"C163","S4","M0187-100","Plant4","2017-02-15","2017-12-31","PC",232.82,"EUR",100
"C163","S4","M0187-100","Plant4","2018-01-01","2018-03-31","PC",232.82,"EUR",100
"C163","S4","M0187-100","Plant4","2018-04-01","2018-12-31","PC",234.1,"EUR",100
"C163","S4","M0187-100","Plant4","2019-01-01","2019-12-31","PC",234.1,"EUR",100
"C164","S4","M0224-100","Plant4","2016-01-01","2016-02-29","PC",204.51,"EUR",100
"C164","S4","M0224-100","Plant4","2016-03-01","2016-12-31","PC",197.91,"EUR",100
"C164","S4","M0224-100","Plant4","2017-01-01","2017-02-14","PC",197.91,"EUR",100
"C164","S4","M0224-100","Plant4","2017-02-15","2017-12-31","PC",232.82,"EUR",100
"C164","S4","M0224-100","Plant4","2018-01-01","2018-03-31","PC",232.82,"EUR",100
"C164","S4","M0224-100","Plant4","2018-04-01","2018-12-31","PC",234.1,"EUR",100
"C164","S4","M0224-100","Plant4","2019-01-01","2019-12-31","PC",234.1,"EUR",100
"C165","S4","M0225-100","Plant4","2016-01-01","2016-02-29","PC",204.51,"EUR",100
"C165","S4","M0225-100","Plant4","2016-03-01","2016-12-31","PC",197.91,"EUR",100
"C165","S4","M0225-100","Plant4","2017-01-01","2017-02-14","PC",197.91,"EUR",100
"C165","S4","M0225-100","Plant4","2017-02-15","2017-12-31","PC",232.82,"EUR",100
"C165","S4","M0225-100","Plant4","2018-01-01","2018-03-31","PC",232.82,"EUR",100
"C165","S4","M0225-100","Plant4","2018-04-01","2018-12-31","PC",234.1,"EUR",100
"C165","S4","M0225-100","Plant4","2019-01-01","2019-12-31","PC",234.1,"EUR",100
"C166","S2","M0194-100","Plant4","2016-01-01","2016-12-31","PC",127.08,"EUR",100
"C166","S2","M0194-100","Plant4","2017-01-01","2017-12-31","PC",152.63,"EUR",100
"C166","S2","M0194-100","Plant4","2018-01-01","2018-06-30","PC",153.08,"EUR",100
"C166","S2","M0194-100","Plant4","2018-07-01","2018-12-31","PC",154.04,"EUR",100
"C166","S2","M0194-100","Plant4","2019-01-01","2019-12-31","PC",154.74,"EUR",100
"C167","S2","M0195-100","Plant4","2016-01-01","2016-12-31","PC",70.65,"EUR",100
"C167","S2","M0195-100","Plant4","2017-01-01","2017-12-31","PC",82.52,"EUR",100
"C167","S2","M0195-100","Plant4","2018-01-01","2018-06-30","PC",82.66,"EUR",100
"C167","S2","M0195-100","Plant4","2018-07-01","2018-12-31","PC",83.11,"EUR",100
"C167","S2","M0195-100","Plant4","2019-01-01","2019-12-31","PC",82.99,"EUR",100
"C168","S2","M0190-100","Plant4","2016-01-01","2016-12-31","PC",52.56,"EUR",100
"C168","S2","M0190-100","Plant4","2017-01-01","2017-12-31","PC",61.7,"EUR",100
"C168","S2","M0190-100","Plant4","2018-01-01","2018-06-30","PC",61.8,"EUR",100
"C168","S2","M0190-100","Plant4","2018-07-01","2018-12-31","PC",62.15,"EUR",100
"C168","S2","M0190-100","Plant4","2019-01-01","2019-12-31","PC",62.05,"EUR",100
"C169","S2","M0191-100","Plant4","2016-01-01","2016-12-31","PC",52.6,"EUR",100
"C169","S2","M0191-100","Plant4","2017-01-01","2017-12-31","PC",61.74,"EUR",100
"C169","S2","M0191-100","Plant4","2018-01-01","2018-06-30","PC",61.85,"EUR",100
"C169","S2","M0191-100","Plant4","2018-07-01","2018-12-31","PC",62.2,"EUR",100
"C169","S2","M0191-100","Plant4","2019-01-01","2019-12-31","PC",62.1,"EUR",100
"C170","S2","M0192-100","Plant4","2016-01-01","2016-12-31","PC",39.14,"EUR",100
"C170","S2","M0192-100","Plant4","2017-01-01","2017-12-31","PC",43.62,"EUR",100
"C170","S2","M0192-100","Plant4","2018-01-01","2018-12-31","PC",43.44,"EUR",100
"C170","S2","M0192-100","Plant4","2019-01-01","2019-12-31","PC",43.8,"EUR",100
"C171","S4","M0183-100","Plant4","2016-01-01","2016-02-29","PC",108.84,"EUR",100
"C171","S4","M0183-100","Plant4","2016-03-01","2016-12-31","PC",106.56,"EUR",100
"C171","S4","M0183-100","Plant4","2017-01-01","2017-02-14","PC",106.56,"EUR",100
"C171","S4","M0183-100","Plant4","2017-02-15","2017-12-31","PC",119.3,"EUR",100
"C171","S4","M0183-100","Plant4","2018-01-01","2018-03-31","PC",119.3,"EUR",100
"C171","S4","M0183-100","Plant4","2018-04-01","2018-12-31","PC",120.37,"EUR",100
"C171","S4","M0183-100","Plant4","2019-01-01","2019-12-31","PC",120.53,"EUR",100
"C172","S4","M0184-100","Plant4","2016-01-01","2016-02-29","PC",83.63,"EUR",100
"C172","S4","M0184-100","Plant4","2016-03-01","2016-12-31","PC",82.05,"EUR",100
"C172","S4","M0184-100","Plant4","2017-01-01","2017-02-14","PC",82.05,"EUR",100
"C172","S4","M0184-100","Plant4","2017-02-15","2017-12-31","PC",92.63,"EUR",100
"C172","S4","M0184-100","Plant4","2018-01-01","2018-03-31","PC",92.63,"EUR",100
"C172","S4","M0184-100","Plant4","2018-04-01","2018-12-31","PC",92.76,"EUR",100
"C172","S4","M0184-100","Plant4","2019-01-01","2019-12-31","PC",93.03,"EUR",100
"C173","S4","M0185-100","Plant4","2016-01-01","2016-02-29","PC",61.87,"EUR",100
"C173","S4","M0185-100","Plant4","2016-03-01","2016-12-31","PC",60.45,"EUR",100
"C173","S4","M0185-100","Plant4","2017-01-01","2017-02-14","PC",60.45,"EUR",100
"C173","S4","M0185-100","Plant4","2017-02-15","2017-12-31","PC",67.98,"EUR",100
"C173","S4","M0185-100","Plant4","2018-01-01","2018-03-31","PC",67.98,"EUR",100
"C173","S4","M0185-100","Plant4","2018-04-01","2018-12-31","PC",68.42,"EUR",100
"C173","S4","M0185-100","Plant4","2019-01-01","2019-12-31","PC",68.49,"EUR",100
"C174","S4","M0186-100","Plant4","2016-01-01","2016-02-29","PC",61.87,"EUR",100
"C174","S4","M0186-100","Plant4","2016-03-01","2016-12-31","PC",60.45,"EUR",100
"C174","S4","M0186-100","Plant4","2017-01-01","2017-02-14","PC",60.45,"EUR",100
"C174","S4","M0186-100","Plant4","2017-02-15","2017-12-31","PC",67.98,"EUR",100
"C174","S4","M0186-100","Plant4","2018-01-01","2018-03-31","PC",67.98,"EUR",100
"C174","S4","M0186-100","Plant4","2018-04-01","2018-12-31","PC",68.42,"EUR",100
"C174","S4","M0186-100","Plant4","2019-01-01","2019-12-31","PC",68.49,"EUR",100
"C175","S4","M0188-100","Plant4","2016-01-01","2016-02-29","PC",129.08,"EUR",100
"C175","S4","M0188-100","Plant4","2016-03-01","2016-12-31","PC",125.4,"EUR",100
"C175","S4","M0188-100","Plant4","2017-01-01","2017-02-14","PC",125.4,"EUR",100
"C175","S4","M0188-100","Plant4","2017-02-15","2017-12-31","PC",147.2,"EUR",100
"C175","S4","M0188-100","Plant4","2018-01-01","2018-03-31","PC",147.2,"EUR",100
"C175","S4","M0188-100","Plant4","2018-04-01","2018-12-31","PC",148.3,"EUR",100
"C175","S4","M0188-100","Plant4","2019-01-01","2019-12-31","PC",148.53,"EUR",100
"C176","S4","M0189-100","Plant4","2016-01-01","2016-02-29","PC",129.08,"EUR",100
"C176","S4","M0189-100","Plant4","2016-03-01","2016-12-31","PC",125.4,"EUR",100
"C176","S4","M0189-100","Plant4","2017-01-01","2017-02-14","PC",125.4,"EUR",100
"C176","S4","M0189-100","Plant4","2017-02-15","2017-12-31","PC",147.2,"EUR",100
"C176","S4","M0189-100","Plant4","2018-01-01","2018-03-31","PC",147.2,"EUR",100
"C176","S4","M0189-100","Plant4","2018-04-01","2018-12-31","PC",148.3,"EUR",100
"C176","S4","M0189-100","Plant4","2019-01-01","2019-12-31","PC",148.53,"EUR",100
"C177","S4","M0193-100","Plant4","2016-01-01","2016-02-29","PC",87.47,"EUR",100
"C177","S4","M0193-100","Plant4","2016-03-01","2016-12-31","PC",85.88,"EUR",100
"C177","S4","M0193-100","Plant4","2017-01-01","2017-02-14","PC",85.88,"EUR",100
"C177","S4","M0193-100","Plant4","2017-02-15","2017-12-31","PC",94.61,"EUR",100
"C177","S4","M0193-100","Plant4","2018-01-01","2018-03-31","PC",94.61,"EUR",100
"C177","S4","M0193-100","Plant4","2018-04-01","2018-12-31","PC",95.17,"EUR",100
"C177","S4","M0193-100","Plant4","2019-01-01","2019-12-31","PC",95.27,"EUR",100
"C178","S4","M0197-100","Plant4","2016-01-01","2016-02-29","PC",175.12,"EUR",100
"C178","S4","M0197-100","Plant4","2016-03-01","2016-12-31","PC",171.11,"EUR",100
"C178","S4","M0197-100","Plant4","2017-01-01","2017-02-14","PC",171.11,"EUR",100
"C178","S4","M0197-100","Plant4","2017-02-15","2017-12-31","PC",198.96,"EUR",100
"C178","S4","M0197-100","Plant4","2018-01-01","2018-03-31","PC",198.96,"EUR",100
"C178","S4","M0197-100","Plant4","2018-04-01","2018-12-31","PC",200.67,"EUR",100
"C178","S4","M0197-100","Plant4","2019-01-01","2019-12-31","PC",200.97,"EUR",100
"C179","S4","M0198-100","Plant4","2016-01-01","2016-02-29","PC",171.06,"EUR",100
"C179","S4","M0198-100","Plant4","2016-03-01","2016-12-31","PC",167.11,"EUR",100
"C179","S4","M0198-100","Plant4","2017-01-01","2017-02-14","PC",167.11,"EUR",100
"C179","S4","M0198-100","Plant4","2017-02-15","2017-12-31","PC",192.8,"EUR",100
"C179","S4","M0198-100","Plant4","2018-01-01","2018-03-31","PC",192.8,"EUR",100
"C179","S4","M0198-100","Plant4","2018-04-01","2018-12-31","PC",193.99,"EUR",100
"C179","S4","M0198-100","Plant4","2019-01-01","2019-12-31","PC",194.26,"EUR",100
"C180","S4","M0199-100","Plant4","2016-01-01","2016-02-29","PC",108.8,"EUR",100
"C180","S4","M0199-100","Plant4","2016-03-01","2016-12-31","PC",105.92,"EUR",100
"C180","S4","M0199-100","Plant4","2017-01-01","2017-02-14","PC",105.92,"EUR",100
"C180","S4","M0199-100","Plant4","2017-02-15","2017-12-31","PC",120.47,"EUR",100
"C180","S4","M0199-100","Plant4","2018-01-01","2018-03-31","PC",120.47,"EUR",100
"C180","S4","M0199-100","Plant4","2018-04-01","2018-12-31","PC",120.98,"EUR",100
"C180","S4","M0199-100","Plant4","2019-01-01","2019-12-31","PC",121.12,"EUR",100
