"Contract","Supplier","Material","Plant","Valid From","Valid to","Unit","Total","Crcy","Per"
"C181","S4","M0216-100","Plant4","2016-01-01","2016-02-29","PC",461.77,"EUR",100
"C181","S4","M0216-100","Plant4","2016-03-01","2016-12-31","PC",458.42,"EUR",100
"C181","S4","M0216-100","Plant4","2017-01-01","2017-02-14","PC",458.42,"EUR",100
"C181","S4","M0216-100","Plant4","2017-02-15","2017-12-31","PC",476.17,"EUR",100
"C181","S4","M0216-100","Plant4","2018-01-01","2018-03-31","PC",476.17,"EUR",100
"C181","S4","M0216-100","Plant4","2018-04-01","2018-12-31","PC",476.75,"EUR",100
"C181","S4","M0216-100","Plant4","2019-01-01","2019-12-31","PC",476.97,"EUR",100
"C182","S4","M0217-100","Plant4","2016-01-01","2016-02-29","PC",461.77,"EUR",100
"C182","S4","M0217-100","Plant4","2016-03-01","2016-12-31","PC",458.42,"EUR",100
"C182","S4","M0217-100","Plant4","2017-01-01","2017-02-14","PC",458.42,"EUR",100
"C182","S4","M0217-100","Plant4","2017-02-15","2017-12-31","PC",476.17,"EUR",100
"C182","S4","M0217-100","Plant4","2018-01-01","2018-03-31","PC",476.17,"EUR",100
"C182","S4","M0217-100","Plant4","2018-04-01","2018-12-31","PC",476.75,"EUR",100
"C182","S4","M0217-100","Plant4","2019-01-01","2019-12-31","PC",476.97,"EUR",100
"C183","S4","M0226-100","Plant3","2016-01-01","2016-02-29","PC",239.5,"EUR",100
"C183","S4","M0226-100","Plant3","2016-03-01","2016-12-31","PC",231.77,"EUR",100
"C183","S4","M0226-100","Plant3","2017-01-01","2017-02-14","PC",231.77,"EUR",100
"C183","S4","M0226-100","Plant3","2017-02-15","2017-12-31","PC",274.49,"EUR",100
"C183","S4","M0226-100","Plant3","2018-01-01","2018-03-31","PC",274.49,"EUR",100
"C183","S4","M0226-100","Plant3","2018-04-01","2018-12-31","PC",276.06,"EUR",100
"C183","S4","M0226-100","Plant3","2019-01-01","2019-12-31","PC",276.06,"EUR",100
"C184","S1","M0218-100","Plant7","2016-01-01","2016-12-31","PC",1424.2,"CNY",100
"C184","S1","M0218-100","Plant7","2017-01-01","2017-12-31","PC",1424.2,"CNY",100
"C184","S1","M0218-100","Plant7","2018-01-01","2018-12-31","PC",1411.44,"CNY",100
"C184","S1","M0218-100","Plant7","2019-01-01","2019-12-31","PC",1398.81,"CNY",100
"C185","S1","M0219-100","Plant7","2016-01-01","2016-12-31","PC",1424.2,"CNY",100
"C185","S1","M0219-100","Plant7","2017-01-01","2017-12-31","PC",1424.2,"CNY",100
"C185","S1","M0219-100","Plant7","2018-01-01","2018-12-31","PC",1411.44,"CNY",100
"C185","S1","M0219-100","Plant7","2019-01-01","2019-12-31","PC",1398.81,"CNY",100
"C186","S1","M0150-100","Plant7","2016-01-01","2016-12-31","PC",1216.77,"CNY",100
"C186","S1","M0150-100","Plant7","2017-01-01","2017-12-31","PC",1216.77,"CNY",100
"C186","S1","M0150-100","Plant7","2018-01-01","2018-12-31","PC",1206.08,"CNY",100
"C186","S1","M0150-100","Plant7","2019-01-01","2019-12-31","PC",1195.5,"CNY",100
"C187","S1","M0149-100","Plant7","2016-01-01","2016-12-31","PC",1216.77,"CNY",100
"C187","S1","M0149-100","Plant7","2017-01-01","2017-12-31","PC",1216.77,"CNY",100
"C187","S1","M0149-100","Plant7","2018-01-01","2018-12-31","PC",1206.08,"CNY",100
"C187","S1","M0149-100","Plant7","2019-01-01","2019-12-31","PC",1195.5,"CNY",100
"C188","S4","M0220-100","Plant3","2016-01-01","2016-02-29","PC",244.63,"EUR",100
"C188","S4","M0220-100","Plant3","2016-03-01","2016-12-31","PC",240.38,"EUR",100
"C188","S4","M0220-100","Plant3","2017-01-01","2017-02-14","PC",240.38,"EUR",100
"C188","S4","M0220-100","Plant3","2017-02-15","2017-12-31","PC",284.59,"EUR",100
"C188","S4","M0220-100","Plant3","2018-01-01","2018-03-31","PC",284.59,"EUR",100
"C188","S4","M0220-100","Plant3","2018-04-01","2018-12-31","PC",285.17,"EUR",100
"C188","S4","M0220-100","Plant3","2019-01-01","2019-12-31","PC",287.53,"EUR",100
"C189","S4","M0221-100","Plant3","2016-01-01","2016-02-29","PC",244.63,"EUR",100
"C189","S4","M0221-100","Plant3","2016-03-01","2016-12-31","PC",240.38,"EUR",100
"C189","S4","M0221-100","Plant3","2017-01-01","2017-02-14","PC",240.38,"EUR",100
"C189","S4","M0221-100","Plant3","2017-02-15","2017-12-31","PC",284.59,"EUR",100
"C189","S4","M0221-100","Plant3","2018-01-01","2018-03-31","PC",284.59,"EUR",100
"C189","S4","M0221-100","Plant3","2018-04-01","2018-12-31","PC",285.17,"EUR",100
"C189","S4","M0221-100","Plant3","2019-01-01","2019-12-31","PC",287.53,"EUR",100
"C190","S4","M0222-100","Plant3","2016-01-01","2016-02-29","PC",244.63,"EUR",100
"C190","S4","M0222-100","Plant3","2016-03-01","2016-12-31","PC",240.38,"EUR",100
"C190","S4","M0222-100","Plant3","2017-01-01","2017-02-14","PC",240.38,"EUR",100
"C190","S4","M0222-100","Plant3","2017-02-15","2017-12-31","PC",284.59,"EUR",100
"C190","S4","M0222-100","Plant3","2018-01-01","2018-03-31","PC",285.15,"EUR",100
"C190","S4","M0222-100","Plant3","2018-04-01","2018-12-31","PC",285.73,"EUR",100
"C190","S4","M0222-100","Plant3","2019-01-01","2019-12-31","PC",287.53,"EUR",100
"C191","S4","M0223-100","Plant3","2016-01-01","2016-02-29","PC",244.63,"EUR",100
"C191","S4","M0223-100","Plant3","2016-03-01","2016-12-31","PC",240.38,"EUR",100
"C191","S4","M0223-100","Plant3","2017-01-01","2017-02-14","PC",240.38,"EUR",100
"C191","S4","M0223-100","Plant3","2017-02-15","2017-12-31","PC",284.59,"EUR",100
"C191","S4","M0223-100","Plant3","2018-01-01","2018-03-31","PC",285.15,"EUR",100
"C191","S4","M0223-100","Plant3","2018-04-01","2018-12-31","PC",285.73,"EUR",100
"C191","S4","M0223-100","Plant3","2019-01-01","2019-12-31","PC",287.53,"EUR",100
"C192","S2","M0227-100","Plant3","2016-01-01","2016-12-31","PC",93.77,"EUR",100
"C192","S2","M0227-100","Plant3","2017-01-01","2017-12-31","PC",107.79,"EUR",100
"C192","S2","M0227-100","Plant3","2018-01-01","2018-12-31","PC",107.16,"EUR",100
"C192","S2","M0227-100","Plant3","2019-01-01","2019-12-31","PC",108.29,"EUR",100
"C192","S2","M0227-100","Plant4","2018-05-02","2018-12-31","PC",107.16,"EUR",100
"C192","S2","M0227-100","Plant4","2019-01-01","2019-12-31","PC",108.29,"EUR",100
"C193","S2","M0228-100","Plant3","2016-01-01","2016-12-31","PC",93.82,"EUR",100
"C193","S2","M0228-100","Plant3","2017-01-01","2017-12-31","PC",108.02,"EUR",100
"C193","S2","M0229-100","Plant3","2017-01-01","2017-12-31","PC",108.02,"EUR",100
"C193","S2","M0229-100","Plant3","2018-01-01","2018-12-31","PC",107.34,"EUR",100
"C193","S2","M0229-100","Plant3","2019-01-01","2019-12-31","PC",108.49,"EUR",100
"C193","S2","M0229-100","Plant4","2018-05-02","2018-12-31","PC",107.34,"EUR",100
"C193","S2","M0229-100","Plant4","2019-01-01","2019-12-31","PC",108.49,"EUR",100
"C194","S4","M0231-100","Plant1","2017-03-15","2017-12-31","PC",1299.2,"EUR",100
"C194","S4","M0231-100","Plant1","2018-01-01","2018-03-31","PC",1299.2,"EUR",100
"C194","S4","M0231-100","Plant1","2018-04-01","2018-12-31","PC",1301.29,"EUR",100
"C194","S4","M0231-100","Plant1","2019-01-01","2019-12-31","PC",1301.29,"EUR",100
"C195","S4","M0230-100","Plant1","2017-03-15","2017-12-31","PC",1299.2,"EUR",100
"C195","S4","M0230-100","Plant1","2018-01-01","2018-03-31","PC",1299.2,"EUR",100
"C195","S4","M0230-100","Plant1","2018-04-01","2018-12-31","PC",1301.29,"EUR",100
"C195","S4","M0230-100","Plant1","2019-01-01","2019-12-31","PC",1301.29,"EUR",100
"C196","S3","M0232-100","Plant1","2018-03-19","2018-12-31","PC",90.5,"EUR",100
"C196","S3","M0232-100","Plant1","2019-01-01","2019-12-31","PC",90.5,"EUR",100
"C196","S3","M0232-101","Plant1","2019-09-19","2019-12-31","PC",90.5,"EUR",100
"C197","S3","M0235-100","Plant1","2018-03-19","2018-12-31","PC",76.83,"EUR",100
"C197","S3","M0235-100","Plant1","2019-01-01","2019-12-31","PC",82.51,"EUR",100
"C197","S3","M0235-100","Plant4","2018-03-19","2018-12-31","PC",76.83,"EUR",100
"C198","S4","M0234-100","Plant4","2019-03-15","2019-12-31","PC",275.55,"EUR",100
